-150,6,1,4
-150,5,2,3
-150,4,2,3
-150,3,2,3
-150,2,2,3
-150,1,2,3
-150,0,5,4
-150,-1,5,4
-150,-2,5,4
-150,-3,5,4
-150,-4,5,4
-150,-5,5,4
-150,-6,5,4
-150,-7,5,4
-150,-8,5,4
-150,-9,5,4
-150,-10,5,4
-150,-11,5,4
-150,-12,5,4
-150,-13,5,4
-150,-14,5,4
-150,-15,5,4
-150,-16,5,4
-150,-17,5,4
-150,-18,5,4
-150,-19,5,4
-150,-20,5,4
-150,-21,5,4
-150,-22,5,4
-150,-23,5,4
-150,-24,5,4
-150,-25,5,4
-150,-26,5,4
-150,-27,5,4
-150,-28,5,4
-150,-29,5,4
-150,-30,5,4
-150,-31,5,4
-150,-32,5,4
-150,-33,5,4
-150,-34,5,4
-150,-35,5,4
-150,-36,5,4
-150,-37,5,4
-150,-38,5,4
-150,-39,5,4
-150,-40,5,4
-150,-41,5,4
-150,-42,5,4
-150,-43,5,4
-150,-44,5,4
-150,-45,5,4
-150,-46,5,4
-150,-47,5,4
-150,-48,5,4
-150,-49,5,4
-150,-50,5,4
-149,7,3,4
-149,8,3,4
-149,9,3,4
-149,10,3,4
-149,11,3,4
-151,12,4,1
-150,12,4,1
-149,12,4,1
-148,12,4,1
-147,12,4,1
-151,13,4,1
-150,13,4,1
-149,13,4,1
-148,13,4,1
-147,13,4,1
-150,14,4,1
-149,14,4,1
-148,14,4,1
-150,15,4,1
-149,15,4,1
-148,15,4,1
-149,16,4,1
-149,6,2,3
-149,5,2,3
-149,4,2,3
-149,3,2,3
-149,2,2,3
-149,1,2,3
-149,0,5,4
-149,-1,5,4
-149,-2,5,4
-149,-3,5,4
-149,-4,5,4
-149,-5,5,4
-149,-6,5,4
-149,-7,5,4
-149,-8,5,4
-149,-9,5,4
-149,-10,5,4
-149,-11,5,4
-149,-12,5,4
-149,-13,5,4
-149,-14,5,4
-149,-15,5,4
-149,-16,5,4
-149,-17,5,4
-149,-18,5,4
-149,-19,5,4
-149,-20,5,4
-149,-21,5,4
-149,-22,5,4
-149,-23,5,4
-149,-24,5,4
-149,-25,5,4
-149,-26,5,4
-149,-27,5,4
-149,-28,5,4
-149,-29,5,4
-149,-30,5,4
-149,-31,5,4
-149,-32,5,4
-149,-33,5,4
-149,-34,5,4
-149,-35,5,4
-149,-36,5,4
-149,-37,5,4
-149,-38,5,4
-149,-39,5,4
-149,-40,5,4
-149,-41,5,4
-149,-42,5,4
-149,-43,5,4
-149,-44,5,4
-149,-45,5,4
-149,-46,5,4
-149,-47,5,4
-149,-48,5,4
-149,-49,5,4
-149,-50,5,4
-148,7,1,4
-148,6,2,3
-148,5,2,3
-148,4,2,3
-148,3,2,3
-148,2,2,3
-148,1,2,3
-148,0,5,4
-148,-1,5,4
-148,-2,5,4
-148,-3,5,4
-148,-4,5,4
-148,-5,5,4
-148,-6,5,4
-148,-7,5,4
-148,-8,5,4
-148,-9,5,4
-148,-10,5,4
-148,-11,5,4
-148,-12,5,4
-148,-13,5,4
-148,-14,5,4
-148,-15,5,4
-148,-16,5,4
-148,-17,5,4
-148,-18,5,4
-148,-19,5,4
-148,-20,5,4
-148,-21,5,4
-148,-22,5,4
-148,-23,5,4
-148,-24,5,4
-148,-25,5,4
-148,-26,5,4
-148,-27,5,4
-148,-28,5,4
-148,-29,5,4
-148,-30,5,4
-148,-31,5,4
-148,-32,5,4
-148,-33,5,4
-148,-34,5,4
-148,-35,5,4
-148,-36,5,4
-148,-37,5,4
-148,-38,5,4
-148,-39,5,4
-148,-40,5,4
-148,-41,5,4
-148,-42,5,4
-148,-43,5,4
-148,-44,5,4
-148,-45,5,4
-148,-46,5,4
-148,-47,5,4
-148,-48,5,4
-148,-49,5,4
-148,-50,5,4
-147,7,1,4
-147,6,2,3
-147,5,2,3
-147,4,2,3
-147,3,2,3
-147,2,2,3
-147,1,2,3
-147,0,5,4
-147,-1,5,4
-147,-2,5,4
-147,-3,5,4
-147,-4,5,4
-147,-5,5,4
-147,-6,5,4
-147,-7,5,4
-147,-8,5,4
-147,-9,5,4
-147,-10,5,4
-147,-11,5,4
-147,-12,5,4
-147,-13,5,4
-147,-14,5,4
-147,-15,5,4
-147,-16,5,4
-147,-17,5,4
-147,-18,5,4
-147,-19,5,4
-147,-20,5,4
-147,-21,5,4
-147,-22,5,4
-147,-23,5,4
-147,-24,5,4
-147,-25,5,4
-147,-26,5,4
-147,-27,5,4
-147,-28,5,4
-147,-29,5,4
-147,-30,5,4
-147,-31,5,4
-147,-32,5,4
-147,-33,5,4
-147,-34,5,4
-147,-35,5,4
-147,-36,5,4
-147,-37,5,4
-147,-38,5,4
-147,-39,5,4
-147,-40,5,4
-147,-41,5,4
-147,-42,5,4
-147,-43,5,4
-147,-44,5,4
-147,-45,5,4
-147,-46,5,4
-147,-47,5,4
-147,-48,5,4
-147,-49,5,4
-147,-50,5,4
-146,7,1,4
-146,6,2,3
-146,5,2,3
-146,4,2,3
-146,3,2,3
-146,2,2,3
-146,1,2,3
-146,0,5,4
-146,-1,5,4
-146,-2,5,4
-146,-3,5,4
-146,-4,5,4
-146,-5,5,4
-146,-6,5,4
-146,-7,5,4
-146,-8,5,4
-146,-9,5,4
-146,-10,5,4
-146,-11,5,4
-146,-12,5,4
-146,-13,5,4
-146,-14,5,4
-146,-15,5,4
-146,-16,5,4
-146,-17,5,4
-146,-18,5,4
-146,-19,5,4
-146,-20,5,4
-146,-21,5,4
-146,-22,5,4
-146,-23,5,4
-146,-24,5,4
-146,-25,5,4
-146,-26,5,4
-146,-27,5,4
-146,-28,5,4
-146,-29,5,4
-146,-30,5,4
-146,-31,5,4
-146,-32,5,4
-146,-33,5,4
-146,-34,5,4
-146,-35,5,4
-146,-36,5,4
-146,-37,5,4
-146,-38,5,4
-146,-39,5,4
-146,-40,5,4
-146,-41,5,4
-146,-42,5,4
-146,-43,5,4
-146,-44,5,4
-146,-45,5,4
-146,-46,5,4
-146,-47,5,4
-146,-48,5,4
-146,-49,5,4
-146,-50,5,4
-145,6,1,4
-145,5,2,3
-145,4,2,3
-145,3,2,3
-145,2,2,3
